New Site Code,Asset Number,Catchment, Action Number,Site Number ,Waterway Action Plan ,Landholder,Contact,Action Summary ,Action ,Priority in WAP,Numeric Priority (Based on WAP),Lead Agency,Easting GDA 94 (start of works only),Northing GDA 94  (start of works only), Cost Estimate of Works , Actual Cost of Works , Status ,Inpsected ,Comments,Unnamed: 20,Unnamed: 21,lon,lat
WAP_2025_08_00279,,Reach 3,3.3,Unknown,Seven Mile Creek WAP 2003,Unknown,Null,Vegetate to control sediment movement in tributary and manage stock access,Fencing & Revegetation,High,3,WCMA,Null,Null,"$7,000.00",$-,Planning,,,,,,
WAP_2025_08_00280,,Reach 3,3.4,Unknown,Seven Mile Creek WAP 2003,Unknown,Null,Treat active erosion heads in tributary,Stability,High,3,,Null,Null,"$10,000.00",$-,Unknown,,Review as part of WAP update,,,,
WAP_2025_08_00281,,Reach 3,3.5,Unknown,Seven Mile Creek WAP 2003,Unknown,Null,Control saline groundwater discharge into tributary through revegetation and the establishment of deeper rooted pastures in groundwater recharge zones,Fencing & Revegetation,Medium,2,WCMA,Null,Null,$-,$-,Planning,,,,,,
WAP_2025_08_00282,,Reach 3,3.6,Unknown,Seven Mile Creek WAP 2003,Unknown,Null,Implement sediment management at confluence of tributary and Seven Mile Creek,Stability,High,3,,Null,Null,"$10,000.00",$-,Unknown,,,,,,
WAP_2025_08_00283,,Reach 4,4.1,Unknown,Seven Mile Creek WAP 2003,Unknown,Null,"Improve water quality, stream form and riparian ecology through fencing and revegetation",Fencing & Revegetation,Medium,2,WCMA,Null,Null,"$14,400.00",$-,Planning,,,,,,
WAP_2025_08_00284,,Reach 4,4.2,Unknown,Seven Mile Creek WAP 2003,Unknown,Null,"Protect Potters Road from the migrating box channel, through rock breaching",Stability,High,3,,Null,Null,"$5,000.00",$-,Completed,,Pile Fields,,,,
WAP_2025_08_00285,,Reach 5,5.1,Unknown,Seven Mile Creek WAP 2003,Unknown,Null,Determine the condition of the drop structure on Martins Road and repair/maintain as appropriate,Stability,Medium,2,,Null,Null,"$2,000.00",$-,Unknown,,,,,,
WAP_2025_08_00286,,Reach 5,5.2,Unknown,Seven Mile Creek WAP 2003,Unknown,Null,Monitor the condtion of the drop structure on Martins Road,Monitor,Low,1,,Null,Null,$100.00,$-,Unknown,,,,,,
WAP_2025_08_00287,,Reach 5,5.3,Unknown,Seven Mile Creek WAP 2003,Unknown,Null,"Fencing and revegetate along creek to improve water quality, stream form and riparian ecology",Fencing & Revegetation,Medium,2,WCMA,Null,Null,"$30,000.00",$-,Planning,,,,,,
WAP_2025_08_00288,,Reach 6,6.1,Unknown,Seven Mile Creek WAP 2003,Unknown,Null,Determine the condition of the drop structures and repair/maintain as appropriate,Stability,Medium,2,,Null,Null,"$10,000.00",$-,Unknown,,,,,,
WAP_2025_08_00289,,Reach 6,6.2,Unknown,Seven Mile Creek WAP 2003,Unknown,Null,Monitor the condition of drop structures,Monitor,Medium,2,,Null,Null,$800.00,$-,Unknown,,,,,,
WAP_2025_08_00290,,Reach 6,6.3,Unknown,Seven Mile Creek WAP 2003,Unknown,Null,"Fencing and revegetation along creek to improve water quality, stream form and riparian ecology",Fencing & Revegetation,Low,1,WCMA,Null,Null,"$18,000.00",$-,Planning,,,,,,
WAP_2025_08_00302,,Reach 1,1.6,Unknown,Shays Creek WAP 2004,Unknown,Null,Fence & revegetate,Fencing & Revegetation,Medium,2,WCMA,Null,Null,"$48,600.00",$-,Unknown,,,,,,
WAP_2025_08_00303,,Reach 1,1.6,Unknown,Shays Creek WAP 2004,Unknown,Null,"Fence and revegetate the channel to control stock access, improve soil stability, habitat and water quality values",Fencing & Revegetation,Medium,2,WCMA,Null,Null,"$30,000.00",$-,Planning,,,,,,
WAP_2025_08_00304,,Reach 1,1.7,Unknown,Shays Creek WAP 2004,Unknown,Null,"Undertake a thorough vegetation survey during spring/summer to identify and map remnant native vegetation patches, including rare/endagered plant species",Survey,Medium,2,WCMA,Null,Null,$500.00,$-,Planning,,,,,,
WAP_2025_08_00305,,Reach 1,1.8,Unknown,Shays Creek WAP 2004,Unknown,Null,Control rabbits on the slopes particularly in the tributaries,Rabbit Control,Medium,2,,Null,Null,Cost borne under other programs,Cost borne under other programs,Unknown,,,,,,
WAP_2025_08_00306,,Reach 1,1.9,Unknown,Shays Creek WAP 2004,Unknown,Null,Increase soil recharge through steep hill planting,Revegetation,Medium,2,,Null,Null,Cost borne under other programs,Cost borne under other programs,Unknown,,,,,,
WAP_2025_08_00309,,Reach 2,2.2,Unknown,Shays Creek WAP 2004,Unknown,Null,"Investigate the risk posed by saline groundwater in this reach, Reach 3 and 4",Investigate,Medium,2,,Null,Null,"$2,000.00",,Planning,,,,,,
WAP_2025_08_00314,,Reach 2,2.5,Unknown,Shays Creek WAP 2004,Unknown,Null,Treat occurrence of serrated tussock,Weed Control,Medium,2,,Null,Null,Cost to be borne by other programs,Cost to be borne by other programs,Unknown,,,,,,
WAP_2025_08_00316,,Reach 2,2.7,Unknown,Shays Creek WAP 2004,Unknown,Null,Control rabbits before any fencing structural or revegetation works begin,Rabbit Control,Medium,2,,Null,Null,$-,$-,Planning,,,,,,
WAP_2025_08_00317,,Reach 2,2.8,Unknown,Shays Creek WAP 2004,Unknown,Null,Increase soil recharge through steep hill planting,Revegetation,Medium,2,,Null,Null,$-,$-,Planning,,,,,,
WAP_2025_08_00318,,Reach 2,2.9,Unknown,Shays Creek WAP 2004,Unknown,Null,Fence & revegetate,Fencing & Revegetation,Medium,2,WCMA,Null,Null,"$19,200.00",$-,Planning,,,,,,
WAP_2025_08_00319,,Reach 2,2.9,Unknown,Shays Creek WAP 2004,Unknown,Null,Fence & revegetate,Fencing & Revegetation,Medium,2,WCMA,Null,Null,"$36,000.00",$-,Planning,,,,,,
WAP_2025_08_00320,,Reach 3,3.1,Unknown,Shays Creek WAP 2004,Unknown,Null,"Fence to control stock access. Revegetate to improve soil stability, habitat, and water quality values",Fencing & Revegetation,Medium,2,WCMA,Null,Null,"$30,000.00",$-,Planning,,,,,,
WAP_2025_08_00324,,Reach 3,3.2,Unknown,Shays Creek WAP 2004,Unknown,Null,Investigate risk posed by saline groundwater inflow,Investigate,Medium,2,,Null,Null,$-,$-,Planning,,,,,,
WAP_2025_08_00333,,Reach 3,3.9,Unknown,Shays Creek WAP 2004,Unknown,Null,Control rabbits before any fencing structural or revegetation works begin,Rabbit Control,Medium,2,,Null,Null,Cost borne under other programs,Cost borne under other programs,Unknown,,,,,,
WAP_2025_08_00334,,Reach 4,4,Unknown,Shays Creek WAP 2004,Unknown,Null,Refer to Wimmera River Reach 6.2 WAP for further details,Unknown,Medium,2,,Null,Null,$-,,Unknown,,,,,,
WAP_2025_08_00338,,Reach 4,4.4,Unknown,Shays Creek WAP 2004,Unknown,Null,Control rabbits before any fencing structural or revegetation works begin,Rabbit Control,Medium,2,,Null,Null,Cost borne under other programs,Cost borne under other programs,Unknown,,,,,,
WAP_2025_08_00339,,Reach 4,4.5,Unknown,Shays Creek WAP 2004,Unknown,Null,Increase soil recharge through steep hill planting,Revegetation,Medium,2,,Null,Null,Cost borne under other programs,Cost borne under other programs,Unknown,,,,,,
WAP_2025_08_00341,,Reach 5,5.2,Unknown,Shays Creek WAP 2004,Unknown,Null,Conduct education program on value of understorey vegetation,Education Program,Medium,2,,Null,Null,"$5,000.00",$-,Planning,,,,,,
WAP_2025_08_00346,,Reach 5,5.4,Unknown,Shays Creek WAP 2004,Unknown,Null,Treat active erosion heads,Stability,Low,1,,Null,Null,"$10,000.00",$-,Unknown,,,,,,
WAP_2025_08_00347,,Reach 6,6.1,Unknown,Shays Creek WAP 2004,Unknown,Null,Control spiny broom downstream to and along Wimmera river,Weed Control,Medium,2,,Null,Null,Cost borne under other programs,$-,Unknown,,,,,,
WAP_2025_08_00352,,Reach 6,6.5,Unknown,Shays Creek WAP 2004,Unknown,Null,Weed control including targeted attack on Spiny Rush and Flax Leaf Broom (Genista linifolia),Weed Control,Medium,2,,Null,Null,Cost borne by other programs,Cost borne by other programs,Unknown,,,,,,
WAP_2025_08_00353,,Reach 7,7.1,Unknown,Shays Creek WAP 2004,Unknown,Null,"Fence to control stock access. Revegetate to improve soil stability, habitat, and water quality values",Fencing & Revegetation,Low,1,WCMA,Null,Null,"$36,000.00",$-,Planning,,,,,,
WAP_2025_08_00370,,Reach 9,9.5,Unknown,Shays Creek WAP 2004,Unknown,Null,Weed control including targeted attack of Spiny Rush Spiny Broom (calicotome spinosa) Flax Leaf Broom (genista linfolia),Weed Control,High,3,,Null,Null,Cost borne under other programs,$-,Unknown,,,,,,
WAP_2025_08_00371,,Reach 9,9.6,Unknown,Shays Creek WAP 2004,Unknown,Null,Trial phased eredication and replacement of Spiny Rush with indigenous semi aquatic species such as Common Reed (Phragmites australis) or native Juncus species,Revegetation,High,3,,Null,Null,"$10,000.00",$-,Planning,,,,,,
WAP_2025_08_00372,,Catchment Wide,CW1,Catchment Wide,Shays Creek WAP 2004,Unknown,Null,Longitudinal and cross section survey from the Wimmera river confluence to the upper catchment,Stability,High,3,,Null,Null,"$14,000.00",$-,Unknown,,,,,,
WAP_2025_08_00373,,Catchment Wide,CW2,Catchment Wide,Shays Creek WAP 2004,Unknown,Null,Sediment transport and streampower modelling,Modelling,High,3,,Null,Null,"$7,000.00",$-,Planning,,,,,,
WAP_2025_08_00375,,Reach 4,4.1,Unknown,Six Mile Creek WAP 2003,Unknown,Null,"Construct rock chute to stabilize stream bed grade, batter, fence and revegetate banks. Provide off-stream watering points for stock",Stability,High,3,WCMA,Null,Null,$-,$-,Planning,,55m upstream of the Six Mile Ck bridge on the Landsborough road,,,,
WAP_2025_08_00376,,Reach 4,4.2,Unknown,Six Mile Creek WAP 2003,Unknown,Null,Batter gully head to create grass chute. Batter and fence left and right banks of gully,Stability,Medium,2,WCMA,Null,Null,$-,$-,Planning,,Gully starting 55m upstream of the Six Mile Ck bridge on the Landsborough Rd,,,,
WAP_2025_08_00377,,Reach 4,4.3,Unknown,Six Mile Creek WAP 2003,Unknown,Null,Fence left and right banks of Six Mile Ck. Provide off stream watering for stock as necessary,Fencing,Medium,2,WCMA,Null,Null,$-,$-,Planning,,1220m upstream of the Six Mile Ck bridge on the landsborough Rd to the Joel Forest-Vances Crossing Rd,,,,
WAP_2025_08_00378,,Reach 4,4.4,Unknown,Six Mile Creek WAP 2003,Unknown,Null,Fence left and right banks of Six Mile Ck. Provide off stream watering for stock as necessary,Fencing,Medium,2,WCMA,Null,Null,$-,$-,Planning,,From confluence of Six Mile Ck and the Wimmera River to the Landsborough Rd,,,,
WAP_2025_08_00379,,Reach 4,4.5,Unknown,Six Mile Creek WAP 2003,Unknown,Null,Monitor small but inactive headcut on this stable reach,Monitor,Low,1,WCMA,Null,Null,$-,$-,Planning,,"Joel Forest-Vances Crossing Rd, third crossing of Six Mile Ck from causeway on Wimmera River",,,,
WAP_2025_08_00413,,Reach S2,S2,Unknown,Spring/Tucker Creek WAP 2006,Unknown,Null,Assess integrity of pile field and provide appropriate stabilisation if necessary.,Stability,Very High,4,,TBA,TBA,"$4,500.00",$-,Defered,,Pile field is being undermined and requires structural assessment. Let pile fields go - investigate the use of sodium metasilicate,,,,
WAP_2025_08_00414,,Reach S2,S2,Unknown,Spring/Tucker Creek WAP 2006,Unknown,Null,Assess integrity of pile field and provide appropriate stabilisation if necessary.,Stability,Very High,4,,TBA,TBA,"$4,500.00",$-,Defered,,Pile field is being undermined and requires structural assessment. Let pile fields go - investigate the use of sodium metasilicate,,,,
WAP_2025_08_00415,,Reach S2,S2,Unknown,Spring/Tucker Creek WAP 2006,Unknown,Null,Assess integrity of pile field and provide appropriate stabilisation if necessary.,Stability,Very High,4,,TBA,TBA,"$4,500.00",$-,Defered,,Pile field is being undermined and requires structural assessment. Let pile fields go - investigate the use of sodium metasilicate,,,,
WAP_2025_08_00416,,Reach S2,S2,Unknown,Spring/Tucker Creek WAP 2006,Unknown,Null,Assess integrity of pile field and provide appropriate stabilisation if necessary.,Stability,Very High,4,,TBA,TBA,"$4,500.00",$-,Defered,,Pile field is being undermined and requires structural assessment. Let pile fields go - investigate the use of sodium metasilicate,,,,
WAP_2025_08_00445,,Reach S2,S2/2,Unknown,Spring/Tucker Creek WAP 2006,Unknown,Null,Assess integrity of pile field and provide appropriate stabilisation if necessary.,Stability,Very High,4,,TBA,TBA,"$4,500.00",$-,Defered,,Pile field is being undermined and requires structural assessment. Let pile fields go - investigate the use of sodium metasilicate,,,,
WAP_2025_08_00458,,Reach T2,T2,Unknown,Spring/Tucker Creek WAP 2006,Unknown,Null,Exclude stock access by fencing unprotected areas. Revegetate using robust and hardy native sedges and rushes.,Fencing & Revegetation,High,3,WCMA,lower reach,lower reach,"$138,000.00",$-,Unknown,,Lack of vegetation and bank erosion is exacerbated through this segment of T2 due to uncontrolled stock access.,,,,
WAP_2025_08_00461,,Reach T2,T2,Unknown,Spring/Tucker Creek WAP 2006,Unknown,Null,Engage with DSE and other interagency programs to address salinity problems i.e. provide contour revegetation programs.,Revegetation,Very High,4,,Entire Reach,Entire Reach,$-,$-,Unknown,,High salinity throughout entire reach.,,,,
WAP_2025_08_00495,,Reach 1,E1/3,R1/1,Wattle Creek WAP 2005,Unknown,Null,Support Greens Swamp rehabilitation plan,Fencing & Revegetation,Medium,2,WCMA,Reach,Reach,$-,$-,Unknown,,Greens Swamp provides important habitat,,,,
WAP_2025_08_00496,,Reach 4,E1/4,R4,Wattle Creek WAP 2005,Unknown,Null,Negotiate stock access control and fencing with adjoining landowners and revegetate.,Fencing & Revegetation,Medium,2,WCMA,Reach,Reach,"$49,000.00",$-,Unknown,,Mainstem vegetation and numerous waterholes along mainstem with aged RRG and pool habitats need stronger protection,,,,
WAP_2025_08_00497,,Reach 5,E1/5,R5,Wattle Creek WAP 2005,Unknown,Null,Negotiate stock access control and fencing with adjoining landowners and revegetate.,Fencing & Revegetation,Medium,2,WCMA,Reach,Reach,"$35,000.00",$-,Unknown,,Mainstem vegetation and numerous waterholes along mainstem with aged RRG and pool habitats need stronger protection,,,,
WAP_2025_08_00498,,Reach 6,E1/6,R 6,Wattle Creek WAP 2005,Unknown,Null,Negotiate stock access control and fencing with adjoining landowners and revegetate.,Fencing & Revegetation,High,3,WCMA,Reach,Reach,"$28,000.00",$-,Unknown,,Mainstem vegetation and numerous waterholes along mainstem with aged RRG and pool habitats need stronger protection,,,,
WAP_2025_08_00499,,Reach 8,E1/8,R8,Wattle Creek WAP 2005,Unknown,Null,Protect the stream morphology through construction of stock watering access facilities and fence out section,Fencing & Revegetation,Medium,2,WCMA,Upper reach,Upper reach,"$50,000.00",$-,Unknown,,Deep old course pool form with good structure require protection from uncontrolled stock access,,,,
WAP_2025_08_00500,,Reach 9,E1/9,R9,Wattle Creek WAP 2005,Unknown,Null,Protect the stream morphology through construction of stock watering access facilities and fence out section,Fencing & Revegetation,Medium,2,WCMA,Upper reach,Upper reach,"$75,000.00",$-,Unknown,,Deep old course pool form in around Landsborough with good structure require protection from uncontrolled stock access,,,,
WAP_2025_08_00503,,Reach 1,F1/1,R1/1,Wattle Creek WAP 2005,Unknown,Null,Negotiate flood warning  signage for road crossing of greens creek and Stawell Avoca and Parry Jones Roads,Flood Signage,Medium,2,Refered to Council,Reach,Reach,$-,$-,Unknown,,Road safety danger through flooding of Stawell Avoca and Parry Jones Road in large events,,,,
WAP_2025_08_00504,,Reach 1,F1/2,R1/1,Wattle Creek WAP 2005,Unknown,Null,Negotiate flood warning  signage for road crossing of Stawell Avoca Road,Flood Signage,Medium,2,Refered to Council,Reach,Reach,$-,$-,Unknown,,Road safety danger through broad flooding of Stawell Avoca  Road in large events,,,,
WAP_2025_08_00505,,Reach 3,F1/3,R3 and R3/2/1,Wattle Creek WAP 2005,Unknown,Null,Negotiate flood warning  signage for road crossing of Stawell Avoca Road,Flood Signage,Medium,2,Refered to Council,Reach,Reach,$-,$-,Unknown,,Road safety danger through broad flooding of Stawell Avoca  Road in large events at main stem and Batcocks scour,,,,
WAP_2025_08_00506,,Reach 4,F1/4,R4 and R4/6,Wattle Creek WAP 2005,Unknown,Null,Negotiate flood warning signage for road crossing of Stawell Avoca Road and review flood management options for Navarre township,Flood Signage,High,3,Refered to Council,Multiple,Multiple,"$12,000.00",$-,Unknown,,Road safety danger through broad flooding of Stawell Avoca Road and Navarre from Blind Creek in large events,,,,
WAP_2025_08_00507,,Reach 4,F1/5,R4 and R4/6,Wattle Creek WAP 2005,Unknown,Null,Negotiate for improved flood warning signage for road crossings with Council,Flood Signage,High,3,Refered to Council,Reach,Reach,"$12,000.00",$-,Unknown,,"Road safety danger through broad flooding of Barkly Navarre road, Marland Road, Bibby's Road and Marshalls Lane in large events",,,,
WAP_2025_08_00508,,Reach 6,F1/6,R6,Wattle Creek WAP 2005,Unknown,Null,Negotiate for improved flood warning signage for road crossing with Council,Flood Signage,High,3,Refered to Council,Reach,Reach,$-,$-,Unknown,,Road safety danger through broad flooding of Landsborough Barkly Road in large events,,,,
WAP_2025_08_00510,,Reach 1,F1/8,R1/1,Wattle Creek WAP 2005,Unknown,Null,Negotiate flood warning  signage for road crossings,Flood Signage,Medium,2,Refered to Council,Reach,Reach,$-,$-,Unknown,,Road safety danger through flooding of minor rural roads in large events,,,,
WAP_2025_08_00511,,Reach 1,F1/9,R1/1,Wattle Creek WAP 2005,Unknown,Null,Undertake detailed flood analysis to determine assets at risk,Flood Management,High,3,WCMA & Council,Landsborough,Landsborough,"$15,000.00",$-,Unknown,,Road safety danger through flooding of Landsborough township in large events,,,,
WAP_2025_08_00512,,Reach 1,F2/1,R1 and R1/1,Wattle Creek WAP 2005,Unknown,Null,Undertake a flood modelling investigation for the lower Heifer and Greens Creek catchments,Flood Management,Low,1,WCMA & Council,Reach,Reach,"$30,000.00",$-,Unknown,,A lack of quality flood modelling to guide risk management programs,,,,
WAP_2025_08_00513,,Reach 1,F2/2,R1 and R1/1,Wattle Creek WAP 2005,Unknown,Null,Undertake a flood modelling investigation for the Lower Heifer Station and Howards Creek floodplain and tributaries,Flood Management,Low,1,WCMA & Council,Reach,Reach,"$45,000.00",$-,Unknown,,A lack of quality flood modelling to guide risk management programs in a  area downstream of junction of major catchments,,,,
WAP_2025_08_00514,,Reach 3,F2/3,R3,Wattle Creek WAP 2005,Unknown,Null,Undertake a flood modelling investigation for the tributaries of Batcocks Scour,Flood Management,Low,1,WCMA & Council,Reach,Reach,"$25,000.00",$-,Unknown,,A lack of quality flood modelling to guide risk management programs in a area done stream of junction of major catchments,,,,
WAP_2025_08_00515,,Reach 4,F2/4,"R4/1, R4/2/1",Wattle Creek WAP 2005,Unknown,Null,Undertake a flood modelling investigation for the tributaries of R4/1,Flood Management,Medium,2,WCMA & Council,Multiple,Multiple,"$20,000.00",$-,Unknown,,A lack of quality flood modelling to guide risk management programs in an area downstream of junction of major catchments arising from the Landsborough Hill range,,,,
WAP_2025_08_00516,,Reach 7,F2/7,R,Wattle Creek WAP 2005,Unknown,Null,Undertake a flood modelling investigation for the lower Howard Creek Floodplain,Flood Management,Low,1,WCMA & Council,Reach,Reach,"$32,000.00",$-,Unknown,,A lack of quality flood modelling to guide risk management programs in the lower Howard Creek floodplain through to Junction with Heifer Station Creek,,,,
WAP_2025_08_00525,,Multiple,S 5/8,multiple,Wattle Creek WAP 2005,Unknown,Null,Monitor minor foothill tributaries for movement of minor bank and bed erosion after episodic events,Monitor,Medium,2,,Reach,Reach,$-,$-,Unknown,,Minor instabilities in foothill tributary channels,,,,
WAP_2025_08_00527,,Reach 5,S 6/6,R5/1/3,Wattle Creek WAP 2005,Unknown,Null,Monitor minor foothill tributaries for movement of minor bank and bed erosion after episodic events,Monitor,Medium,2,,Reach,Reach,$-,$-,Unknown,,Minor instabilities in foothill tributary channels,,,,
WAP_2025_08_00528,,Multiple,S 6/9,multiple,Wattle Creek WAP 2005,Unknown,Null,Monitor minor foothill tributaries for movement of minor bank and bed erosion after episodic events - particularly old gold mining areas upstream of Landsborough Elmhurst Road,Monitor,Medium,2,,Reach,Reach,$-,$-,Unknown,,Minor instabilities in foothill tributary channels,,,,
WAP_2025_08_00534,,Reach 6,S1/6,R6/8,Wattle Creek WAP 2005,Unknown,Null,Establish a de-energisation chute at the road culvert and stabilise channel upstream and downstream,Stability,Medium,2,,693200,59075,"$36,000.00",$-,Unknown,,Old incision process with ongoing heads and culvert scour at Stawell Avoca Road,,,,
WAP_2025_08_00535,,Reach 7,S1/7,R7,Wattle Creek WAP 2005,Unknown,Null,Investigate cause and stabilise areas of erosion,Stability,Medium,2,,Reach,Reach,"$31,500.00",$-,Unknown,,Channelisation of creek to drain the Howard Creek Swamp has created small scours along whole reach up to Tulkara Road,,,,
WAP_2025_08_00539,,Reach 4,S10/4,"R4/3, R4/4, R4/5",Wattle Creek WAP 2005,Unknown,Null,Monitor minor foothill tributaries for movement of minor bank and bed erosion after episodic events. Revegetate the stabilised works areas,Monitor,Low,1,,Multiple,Multiple,"$50,000.00",$-,Unknown,,Minor instabilities in stabilised channels of plain area and foothill tributary channels from Pyrenees of Blind Creek catchment - some past DPI/SCA works,,,,
WAP_2025_08_00541,,Reach 4,S11/4,R4,Wattle Creek WAP 2005,Unknown,Null,Investigate purpose of weir and either remove or refurbish if weir has a significant role,Stability,Low,1,,Reach,Reach,"$4,000.00",$-,Unknown,,Old weir d/s of Navarre in disrepair,,,,
WAP_2025_08_00542,,Reach 5,S11/5,R5/1/3,Wattle Creek WAP 2005,Unknown,Null,Monitor minor foothill tributaries for movement of minor bank and bed erosion after episodic events,Monitor,Medium,2,,Reach,Reach,$-,$-,Unknown,,Minor instabilities in foothill tributary channels,,,,
WAP_2025_08_00551,,Reach 9,S2/9,R9/1,Wattle Creek WAP 2005,Unknown,Null,Undertake bank stabilisation and revegetation works,Stability,Low,1,,Reach,Reach,"$36,000.00",$-,Unknown,,Minor bank instability upstream of Vendy lane. Low priority,,,,
WAP_2025_08_00561,,Reach 2,S4/2,R2/2/1,Wattle Creek WAP 2005,Unknown,Null,Monitor minor foothill tributaries for movement of minor bank and bed erosion after episodic events,Monitor,Medium,4,,Multiple,Multiple,$-,$-,Unknown,,Minor instabilities in foothill tributary channels,,,,
WAP_2025_08_00574,,Reach 7,S5/7,R7/3,Wattle Creek WAP 2005,Unknown,Null,Monitor and seek to intervene if creek starts to re-erode after a major event,Stability,Low,1,,Reach,Reach,$-,$-,Unknown,,Old channel has small insidious erosion due to stock pressure and lack of vegetation (land owner unwilling to fence and revegetate),,,,
WAP_2025_08_00577,,Reach 3,S6/3,R3/1 & R3/2/5,Wattle Creek WAP 2005,Unknown,Null,Monitor minor foothill tributaries for movement of minor bank and bed erosion after episodic events,Monitor,Medium,2,,Multiple,Multiple,$-,$-,Unknown,,Minor instabilities in foothill tributary channels,,,,
WAP_2025_08_00582,,Reach 3,S8/3,R3/2/5,Wattle Creek WAP 2005,Unknown,Null,Monitor tributaries for movement of minor bank and bed erosion after episodic events,Monitor,Medium,2,,Multiple,Multiple,$-,$-,Unknown,,Minor instabilities due to large dam construction on this reach d/s of Kanya Road,,,,
WAP_2025_08_00585,,Reach 4,S9/4,"R4/3, R4/4, R4/5",Wattle Creek WAP 2005,Unknown,Null,Monitor minor foothill tributaries for movement of minor bank and bed erosion after episodic events,Monitor,Medium,2,,Multiple,Multiple,$-,$-,Unknown,,Minor instabilities in foothill tributary channels  from Navarre Hill - some past SCA works,,,,
WAP_2025_08_00586,,Reach 5,S9/5,R5/7/2,Wattle Creek WAP 2005,Unknown,Null,Construct 3 drop structures d/s of the road and provide a  chute for the ford to ensure its integrity. (provide safety Signage),Stability,Very High,4,WCMA,697800,59090,"$45,000.00",$-,Completed,,Stewarts Road Ford has a very deep active erosion head at the road which has been stabilsied many times,,,,
WAP_2025_08_00588,,Reach 1,V1/2,R1,Wattle Creek WAP 2005,Unknown,Null,"Provide for controlled stock access, fence and assist with revegetation of corridor",Fencing & Revegetation,High,3,WCMA,Reach,Reach,"$100,000.00",$-,Unknown,,"Thin , discontinuous, remnant riparian forest and bank vegetation along mainstem under threat from uncontrolled grazing and large gaps breaking wildlife and riparian corridor",,,,
WAP_2025_08_00589,,Reach 3,V1/3,R3,Wattle Creek WAP 2005,Unknown,Null,"Provide for controlled stock access, fence and assist with revegetation of corridor",Fencing & Revegetation,High,3,WCMA,Reach,Reach,"$62,500.00",$-,Unknown,,"Thin , discontinuous, remnant riparian forest and bank vegetation along mainstem under threat from uncontrolled grazing and large gaps breaking wildlife and riparian corridor",,,,
WAP_2025_08_00590,,Reach 4,V1/4,R4,Wattle Creek WAP 2005,Unknown,Null,"Provide for controlled stock access, fence and assist with revegetation of corridor",Fencing & Revegetation,High,3,WCMA,Reach,Reach,"$87,500.00",$-,Unknown,,"Thin , discontinuous, remnant riparian forest and bank vegetation along mainstem under threat from uncontrolled grazing and large gaps breaking wildlife and riparian corridor",,,,
WAP_2025_08_00591,,Reach 5,V1/5,R5,Wattle Creek WAP 2005,Unknown,Null,Investigate techniques to lower the saturation levels in the riparian areas,Investigate,Very High,4,,Reach,Reach,"$12,000.00",$-,Unknown,,Sediment saturation levels and salt affecting the riparian community at the junction of R54/1 and downstream,,,,
WAP_2025_08_00592,,Reach 6,V1/6,R6,Wattle Creek WAP 2005,Unknown,Null,"Provide for controlled stock access, fence and assist with revegetation of corridor",Fencing & Revegetation,Very High,4,WCMA,Reach,Reach,"$112,500.00",$-,Unknown,,"Thin , discontinuous, remnant riparian forest and bank vegetation along mainstem under threat from uncontrolled grazing and large gaps breaking wildlife and riparian corridor",,,,
WAP_2025_08_00593,,Reach 6,V1/6,R6,Wattle Creek WAP 2005,Unknown,Null,"Provide for controlled stock access, fence and assist with revegetation of corridor",Fencing & Revegetation,Very High,4,WCMA,Reach,Reach,"$112,500.00",$-,Unknown,,"Thin , discontinuous, remnant riparian forest and bank vegetation along mainstem under threat from uncontrolled grazing and large gaps breaking wildlife and riparian corridor",,,,
WAP_2025_08_00594,,Reach 7,V1/7,R7,Wattle Creek WAP 2005,Unknown,Null,"Provide for controlled stock access, fence and assist with revegetation of corridor",Fencing & Revegetation,Very High,4,WCMA,Reach,Reach,"$75,000.00",$-,Unknown,,"Some good riparian vegetation but most thin , discontinuous. Remnant riparian forest and bank vegetation along mainstem under threat from uncontrolled grazing and large gaps breaking wildlife and riparian corridor",,,,
WAP_2025_08_00595,,Reach 8,V1/8,R8,Wattle Creek WAP 2005,Unknown,Null,Fence as per E1/8 and assist with revegetation of riparian areas,Fencing & Revegetation,High,3,WCMA,Reach,Reach,"$87,500.00",$-,Unknown,,Remnant riparian forest and bank vegetation under threat from uncontrolled grazing and large gaps,,,,
WAP_2025_08_00596,,Reach 8,V1/9,R8,Wattle Creek WAP 2005,Unknown,Null,Fence as per E1/9 and assist with revegetation of riparian areas,Fencing & Revegetation,High,3,WCMA,various,various,"$87,500.00",$-,Unknown,,Remnant riparian forest and bank vegetation under threat from uncontrolled grazing and large gaps,,,,
WAP_2025_08_00597,,Reach 1,V2/1,R1/2/1 &R 1/2/3,Wattle Creek WAP 2005,Unknown,Null,Fence & revegetate,Fencing & Revegetation,Medium,2,WCMA,Multiple,Multiple,"$30,000.00",$-,Unknown,,Greens swamp revegetation program going well but needs extension upstream in to tributaries,,,,
WAP_2025_08_00598,,Reach 2,V2/2,R2/2/1,Wattle Creek WAP 2005,Unknown,Null,Support fencing and revegetation of stream corridor with grants,Fencing & Revegetation,Medium,2,WCMA,Multiple,Multiple,"$20,000.00",$-,Unknown,,Minor tributaries lack vegetation cover along streams - some revegetation by land owners,,,,
